AcquiredDate,CreatedYear,Creator,Description,imageUrl_s,MainTitle,url,Owner,Size,Type,sk1,sk2,sk3
,,陳子和,陳子和(1910-1984)，字復齋，廣東省順德縣人，台灣書畫家。幼時出生於書香世家，十二歲即隨尊翁加入詩社、學習詩文，隔年臨習大小篆、隸、草、楷、行等書體，對於米芾尤其喜愛，此外並能作畫。畢業於廣州大學，曾任教育長、秘書長，廣東省雲浮、三水、台山、茂名等縣縣長，以及高州警備司令等職。早年由陳樹人介紹，進入髙劍父等人創辦之「清遊會」，接受嶺南畫家指點，遂漸入佳境。1949年渡海來台 ，曾擔任政治大學論文指導教授、中國書畫評鑑會常務理事兼秘書長、中美經濟協會藝術委員會主任委員，並任教於大學藝術系，教授書畫。曾任《藝壇》雜誌社社長，主編《藝壇》月刊。另曾創辦「華陽藝苑」，與王壯為、高逸鴻、張隆延、陳定山等畫家組成「中國藝苑」，致力於美育傳承工作，並藉以弘揚傳統書畫藝術。 陳子和來台之後，在公務之外，兼以詩書畫自娛，創作不輟。另致力於書畫鑑賞研究，精藏明清至於民國時期之書畫名跡，增進內涵及眼力不少，復與張大千、黃君璧、葉公超、趙少昂等經常合作雅集，畫藝益進，並與葉公超、黃君璧合稱「嶺南詩書畫三傑」。所作松、柏、梅、菊、芭蕉等尤具特色，時作寫意山水，而以畫松、柏聞名當代。以書入畫，融合宋元文人畫意書風，達到恣意奔放、瀟灑自若的藝術境界。(507字),https://collections.culture.tw/ShowGALImage.aspx?FROM=OPENDATA&SYSUID=18&IMG1=0x02000000a33dfb1b7dd8d2defc43d6128f1ba94f33ac0f1b4daac6ff1b96a1437a5b113edf34da11665c1dd07d703e2fa0d23b365d9d833f7d8674dffabbe2848fbf220e,越玉台畔,https://collections.culture.tw/Object.aspx?SYSUID=18&RNO=UFQwNjkwMTAwMA==,國立中正紀念堂管理處,135×68 (220×82),藝術類\平面書畫類,藝術類,平面書畫類,中正
,,顏小僊,顏小僊(1925-)，祖籍江蘇鎮江丹徒，出生於揚州，台灣水墨畫家。外祖父顏二民為揚州當地知名書畫家，母親能畫花鳥，受其啟蒙。家貧失學，後仰仗自修，始得任職鎮江小學。1949年避亂來台，定居於高雄。1961年，韓石秋與楊襄雲、蔣青融、楊作福、王廷欽等人合組「海天藝苑」，畫友計數十人，顏氏後經友人介紹加入該會，四十歲以後才重提畫筆。1977年遷居台北，結識沈耀初並受其指點，對於筆墨用色頗有頓悟，創作不輟，並自號畫室為「溪州書屋」。1970年代在省立博物館舉辦個展，共計台北二次、高雄一次、美國加州一次，國內外聯展多次，出版《半生芳菲—顏小僊畫選》等畫集。 顏小僊作畫雖未受學院訓練、拜師或臨摹古畫，後因加入「海天藝苑」，每月與畫友雅集討論，請益先賢並潛心研究，回憶母親教示，漸能融會貫通。創作以花卉翎毛為主，尤喜牡丹，另擅荷花、芭蕉、老梅、紫藤、杜鵑、玉蘭、枇杷，禽鳥羽冠，皆能信手捻來。用筆蒼勁酣暢，以書入畫，色彩雅致，鍾弘年評其畫：「那一片生香活意，勃如蕩如；那一片花光花澤，正如沐浴於三陽之中」，畫風秀逸明快，兼容寫生意趣，無閨閣習氣。本作描繪松樹梅枝，一剛一柔，相互輝映，節錄蔣中正總統名句「為天地立心為生民立命」，藉以歌頌其對黨國社稷之功勞。(503字),https://collections.culture.tw/ShowGALImage.aspx?FROM=OPENDATA&SYSUID=18&IMG1=0x020000002015b16991729038ea2ed0ff51924467eb15c16b3adce52e3f3707208d5c5e953a004919cf736bf12d16e2969f3a76b3498f22bfbf49eccdccf32176fa1d5b8e,為天地立心為生民立命,https://collections.culture.tw/Object.aspx?SYSUID=18&RNO=UFQwNjkwMTEwMA==,國立中正紀念堂管理處,134×69 (畫心),藝術類\平面書畫類,藝術類,平面書畫類,中正
,,胡克敏,胡克敏(1909-1991)，別署漾碧軒主，江蘇武進仁(譯註: 人)，台灣國畫家。1926年就讀上海美專，續入研究院。1929年返鄉任教，參加賑災畫展，後服務於筧橋中央航空學校、抗戰時調成都主持文宣。1949年隨軍來台，任空總政戰部，兼任政工幹校美術系，獲聘教育部美術教育委員、歷史博物館研究員、國立藝專、文化大學美術系、敦煌學教授，與畫友合組「八朋畫會」。1931年獲西湖博覽會全國畫展優選。曾於武進公園舉辦個展，抗戰勝利舉行航空畫展，來台後參加反共美展，於中山堂、台灣藝術館、歷史博物館舉辦個展等。1960年在紐約世界博覽會中國館舉辦敦煌壁畫展。任中華民國畫學會常務理事並獲金爵獎、中華學術院士，出版畫集多冊。 就讀上海美專時主修國畫，選修西畫，接觸新式美術教育，受教於黃賓虹、樂諸山、潘天壽、賀天健，並向吳昌碩請益，透過「引西潤中」之方法改革傳統。1956年受歷史博物館之託，以黑白照片經年餘臨摹敦煌壁畫101幅。擅長四季山水、清供花卉、歷史故實、寫生海景等，畫風紮實穩健、細緻溫潤，姚夢谷故讚其畫說：「古艷沉著，毫無火霸和脂粉氣。」 本作以寫生手法描繪阿里山參天古木，透過仰角透視之方法，凸顯神木屹立宏偉、抵禦霜寒之生動外貌；其旁樹木遠山小徑，則以略帶傳統筆墨之法畫出，相映成趣。(505字),https://collections.culture.tw/ShowGALImage.aspx?FROM=OPENDATA&SYSUID=18&IMG1=0x020000009794189bfa9fcf5886308e2487305ef0d692b7b27e5c61a9beca315e60a77e46b50df880f8d70896143af7e6166169070117b95089b26c7cf5c219bd01924deb,阿里山高景,https://collections.culture.tw/Object.aspx?SYSUID=18&RNO=UFQwNjkwMTIwMA==,國立中正紀念堂管理處,122×61 (206×73),藝術類\平面書畫類,藝術類,平面書畫類,中正
,,鍾壽仁,鍾壽仁(1927-1999)，出生於浙江省東陽縣畫水鄉南岸村，台灣水墨畫家。幼時就學於私塾，因家貧棄學務農，1946年考入國民政府警衛總隊，任蔣介石衛士，1949年隨政府來台後，轉任軍文工作、總統府書記官、外交部、派駐菲律賓大使館，公餘作畫遣興。師事陳方(芷町)，學習墨竹及書法，深得其法，自名畫室為「環碧軒」。1966年，於台北海天畫廊舉辦受次墨竹個展，其後並於中山堂等地舉辦個展數次。曾獲中山文化基金會文藝創作獎，出版《鍾壽仁寫竹集》、《鍾受(譯註: 壽)仁創作集》等畫冊多卷。 鍾壽仁初學墨竹、書法，在陳方指導下漸有所成。另師法宋元明諸家，如文同、趙孟頫、吳鎮、管道昇、李衎、柯九思、夏昶，功力益進。陳師過世後，尊其遺命從高逸鴻習畫花卉，後結識葉公超，經常切磋畫藝。葉公超亦擅畫竹，曾讚美說：「鍾君乃自由中國最優秀、最具實力之畫竹名家，……精於用墨，濃淡適度，層次分明，而且生動飄逸，妙到毫顛；所寫風竹、雨竹尤能傳神。」 不論風、雪、晴、雨，或朱竹、設色淇園竹林，皆能自在變化。亦擅四君子及花卉、魚藻。本作為其擅長之風竹題材，描繪五株脩竹受強風吹拂、枝幹彎曲、葉片飄舞之曼妙姿態。竹葉錯落有致，墨色深淺變化，頗具生意，畫面右上方有陳子和七言絕句和詩一首。(501字),https://collections.culture.tw/ShowGALImage.aspx?FROM=OPENDATA&SYSUID=18&IMG1=0x02000000b880a83b86ed9b5a10cc46595972837f2a41fd82589d9e2c1ada32e18b27416316d3b21edc57addd3a67236b8039c5bcff1fe51dfaaf6cbb31e193e5222eaad6,風竹,https://collections.culture.tw/Object.aspx?SYSUID=18&RNO=UFQwNjkwMTMwMA==,國立中正紀念堂管理處,134×69 (222×88),藝術類\平面書畫類,藝術類,平面書畫類,中正
,,蔡草如,蔡草如(1919-2007)，早名錦添，出生於台南，台灣膠彩畫家、壁畫家。母親為府城知名畫師陳玉峰大姊，自幼耳濡目染，隨舅父習畫。畢業於台南第二公學校，1943年進入東京川端畫學校，曾於美國駐軍俱樂部擔任美術製作。1946年返台，協助舅父工作。參加台陽美術協會，主導「台南市國畫研究會」擔任理事長，並任省展評審委員多次。作品入選亞細亞書道聯盟展覽、省展特選主席獎、免審查、文協獎、台陽獎。應聘台南市長老教會、台南市開隆宮、泰國徐氏宗祠、台南縣關仔嶺大仙寺、台南市朝皇宮、台南市開基武廟進行彩繪。除受邀於省展、全國美展、省展得獎作家邀請展外，曾於台北市仁愛路茶館、台南市中正藝廊、台灣省立美術館舉辦個展、回顧展，另參與中日文化交流展、國立歷史博物館聯展多次，出版《蔡草如寫生畫集》及紀錄片等。  蔡草如雖受舅父啟蒙，曾受廖繼春指點，東京留學後眼界開闊，接受良好寫生訓練，擅長西畫、膠彩及水墨。故而既能繼承傳統技能，又能開拓現代題材。對於色彩運用、畫面構圖甚為嚴謹，成功營造現代感及人文情境。一生熱愛家園，多繪市井生活、古蹟街道、高山原野、民風慣俗、原民老人等，溫馨感人，畫風質樸，膠彩用色明快。本作描繪蔣中正總統立於松下，其旁有梅竹靈芝，象徵其高尚德行。(505字),https://collections.culture.tw/ShowGALImage.aspx?FROM=OPENDATA&SYSUID=18&IMG1=0x02000000b25113714d5463dd015ed8b00502a0b550fceae96b5a50ee620247089316455683a7ca05d69d31e0b0a89d39057dd3664254f383a9e860086db3da0b7cfc6df2,德侔天地志節凌雲,https://collections.culture.tw/Object.aspx?SYSUID=18&RNO=UFQwNjkwMTQwMA==,國立中正紀念堂管理處,114×67 (畫心),藝術類\平面書畫類,藝術類,平面書畫類,中正
,,劉源沂,民國64年4月5日蔣中正總統崩卒，舉國同悲，全國美術界秉承誨示，化悲痛，結群力，以詩文書畫表達對蔣中正總統的追思之情與哀悼之意，共集150幅，於7月蔣中正總統崩卒百日舉辦十項聯展。中正紀念堂成立後留存展示，編號為00131至00281，前面英文數字C1代表文字，C2代表繪畫。  劉源沂刻印，以印譜表現蘭亭序全文，但不知如何解釋與蔣中正總統之關係。,https://collections.culture.tw/ShowGALImage.aspx?FROM=OPENDATA&SYSUID=18&IMG1=0x02000000638956c050784291e31510f6bd3d82c8bd466868556a23169b0c66b2d3240b71ed898d0ec697e0c18e00e1c5483b755d19b2d4f4b7e5b6e82c357b2b8fc0cc26,蘭亭序,https://collections.culture.tw/Object.aspx?SYSUID=18&RNO=UFQwNjkwMTUwMA==,國立中正紀念堂管理處,134×67 (畫心),藝術類\平面書畫類,藝術類,平面書畫類,中正
,,鄢克昌,民國64年4月5日蔣中正總統逝世，全國美術界受邀以詩文書畫表達對蔣中正總統的追思與哀悼，共集150幅，於7月蔣中正總統逝世百日舉辦十項聯展，並於中正紀念堂成立後留存展示。 鄢克昌書，錄蔣中正總統「國父一百晉一誕辰中山樓中華文化堂落成紀念文」中堂。,https://collections.culture.tw/ShowGALImage.aspx?FROM=OPENDATA&SYSUID=18&IMG1=0x02000000a89b8f27946b72f6961131bbdd2b754281764ff8778095c072ca81ca71d817922d9f2e8f85b8bb1471ad06be05f63db8cbcc79a7a85f35b8ca286c950d37f859,蔣中正總統訓詞--中堂,https://collections.culture.tw/Object.aspx?SYSUID=18&RNO=UFQwNjkwMTYwMA==,國立中正紀念堂管理處,140×69 (畫心),藝術類\平面書畫類,藝術類,平面書畫類,中正
,,郭燕橋,郭燕橋(1919-)，本名雄，字煙樵，燕橋、燕嶠為書畫署名，出生於湖南省桂東縣沙田鎮，台灣水墨畫家。其先書香世家，十歲即臨摹家藏古畫。1941年畢業於立風藝專，任職政府機關，抗戰時投筆從戎。1945年隨軍來台後，任職新生報、台糖，兼任世界新專、復興商工美術科。1951年師事馬壽華、黃君璧，畫藝更進，並自設畫室。擔任中國美術協會理事，在救國團、中國美術協會等教授書畫，退休後創「天人書畫學會」。作品獲省展、自由中國美展、中國文藝協會、國家文藝獎獎項，國內舉辦展覽多次，並赴美、英、法、德、荷、比、日、韓、港、印、泰、非、澳等地展出，出版畫集多冊。     郭燕橋自臨摹古畫入手，後受名師指點，復經勤於寫生，故能兼容並蓄，眼界開闊。所作山水，兼有黃君璧雄渾華滋之體勢、馬壽華溫文蘊藉之氣質，並能自成一格。馬壽華曾題其畫說：「燕嶠精研繪事，於山水功力尤深，……設色淡雅，山石皴擦多渴筆，蒼渾秀逸兼而有之」，道盡其畫風特色。     本作描繪群眾絡繹不絕，前往慈湖大溪陵寢拜謁之景，並紀錄畫家自身之謁陵經驗。構圖新穎奇特，畫面前方密林中巧置牌坊及人群，順著行列跨過小橋流水，沿羊腸山徑到達目的地，人群未曾中斷，顯示領袖受萬民愛戴之盛況，並寄託早日光復河山之寓意。(503字),https://collections.culture.tw/ShowGALImage.aspx?FROM=OPENDATA&SYSUID=18&IMG1=0x020000008de10427bbcb6ac24f46c48ccf7991e5a8e1491ad2b9cf648d3b53597f0d374ef1bd2900d3c50406adca1beed1d5a8569793845cd04258993ece80d037f24d03,慈湖謁陵圖,https://collections.culture.tw/Object.aspx?SYSUID=18&RNO=UFQwNjkwMTcwMA==,國立中正紀念堂管理處,179×90 (畫心),藝術類\平面書畫類,藝術類,平面書畫類,中正
,,鄧雪峰,鄧雪峰(1929-)，祖籍湖南醴陵，出生於四川省安岳縣正北街「一洞天」，台灣水墨畫家。自幼喜塗鴉，1948年入西南藝專，時局丕變後投入青年軍，隔年隨軍來台。1951年考入政工幹校一期美術系，畢業後分發至陸軍87軍政治部，後入國防部總政治部藝宣隊。返回台北後，入邵幼軒「雙樨館」門下，公餘之時提筆作畫。曾獲總統勛業畫展國畫第一名、國軍新文藝金像獎、國畫金爵獎、國軍新文藝特別貢獻獎。擔任國立藝專美術科兼任副教授、政戰學校美術系教授兼主任。參加「心香畫會」、「六六畫會」，畫室名為「華之廬」。1960年於台北中山堂舉行首次個展，參加全國美展、全國書畫展等，並赴德、西、葡、比、希、義、美、日、韓、南非、法、馬、澳、中參展。出版《中國書畫的筆墨紙硯》、《歷代名畫記研究》、《花經》及畫冊多種。     早年自西畫入手，後學國畫，故能精準掌握形貌，又能透過筆情墨趣抒發情性，融合中西古今。擅作花卉翎毛，傳承邵氏秀麗柔和風格，詳加觀察花卉生態，寫成百花譜並分析畫法，著成專書。千禧年後畫風轉為抽象幾何，用色大膽。 本作單以水墨描繪戰地金門風光，將「毋忘在莒」摩崖刻石置於畫面上方，彰顯其崇高偉大，其下為建築懸掛國旗，象徵軍民誓死守護國土、待勢光復大陸之決心。(502字),https://collections.culture.tw/ShowGALImage.aspx?FROM=OPENDATA&SYSUID=18&IMG1=0x02000000eb5f02a50cf8ed85ec079697f7de9fedc3c6164f2deabb24c6b4d9591b95ce069fa880f98ed714f74dbd769d86cb871e25ab4f5cbf1a70aacae0b8c6c83c3266,毋忘在莒,https://collections.culture.tw/Object.aspx?SYSUID=18&RNO=UFQwNjkwMTgwMA==,國立中正紀念堂管理處,142×73 (畫心),藝術類\平面書畫類,藝術類,平面書畫類,中正
,,袁天一,袁天一(1916-)，號洽齋，出生於浙江省餘姚縣，台灣水墨畫家。家學淵源，頗好藝術，大陸變色後隨國民政府來台，拜師傅狷夫習畫山水、竹石，公餘閒暇以此為樂，畫室取名為「敦本堂」。自公職退休後，移居美國舊金山定居。曾舉行個展、聯展多次，2013年曾參加浙江美術館舉行之旅美畫家聯展，出版《袁天一畫竹選集》等畫冊多種。 袁天一師承傅狷夫，習山水、四君子，尤擅墨竹，一日可寫十數紙，大者如丈八巨幅，皆能揮灑自若。創作之外，更能精研畫史，對宋元竹石畫名家文同、吳鎮、柯九思盡心探析，以明代夏昶用功最深，深諳墨竹結構、造型、筆法及取勢之旨要。其畫墨竹，雖逸筆草草，不假丹青，卻能為造物傳神，得其萬種風情，自言：「墨竹風韻為難，位置猶難」。不論是晴、雨、風、雪，姿態變幻百千，絕無重複；筆墨飄逸灑脫，引人入勝。 所作竹畫或為單株或配山水林石，傅狷夫及馬壽華常題識其畫。馬壽華曾題：「挺挺高節拂雲端，寫出瀟湘第一竿；豪放羨君如椽筆，森森奕奕耐霜寒」，象徵君子不群之志。本圖為雪竹，描繪葉面滿覆霜雪脩竹一株，寒意壓頂仍屹立不搖，象徵君子堅毅不拔之高雅志尚。畫右題字「惟願愈益堅此百忍，奮勵自強」，抄自蔣公遺囑，可知用來激勵同胞反共抗俄、達成復興中華之偉業。(507字),https://collections.culture.tw/ShowGALImage.aspx?FROM=OPENDATA&SYSUID=18&IMG1=0x0200000078c680f52b621fc70306c38460a222850ca5a4fc3517fd625ba621ff79e988d587b36e50f80361234160e1e535ae94ae930cb4ef1b809e15ce0cf11f84b36b72,雪竹,https://collections.culture.tw/Object.aspx?SYSUID=18&RNO=UFQwNjkwMTkwMA==,國立中正紀念堂管理處,132×67 (225×85),藝術類\平面書畫類,藝術類,平面書畫類,中正
,,李猷,民國64年4月5日蔣中正總統逝世，全國美術界受邀以詩文書畫表達對蔣中正總統的追思與哀悼，共集150幅，於7月蔣中正總統逝世百日舉辦十項聯展，並於中正紀念堂成立後留存展示。 李猷書，錄蔣中正總統民國52年國慶紀念日告全國軍民同胞書「自信原是民族復興的基礎，忍耐乃是革命成功的根據」為中堂。,https://collections.culture.tw/ShowGALImage.aspx?FROM=OPENDATA&SYSUID=18&IMG1=0x02000000aa62eda7be003158fda223a29eaddfd18ee7274d0eb7830a0ac06d1d50621afbee3b648f0bfc7525785b04b6c8b8a2519693fbf72f9e0b9c92a1f5f46df27f31,蔣中正總統遺訓--中堂,https://collections.culture.tw/Object.aspx?SYSUID=18&RNO=UFQwNjkwMjAwMA==,國立中正紀念堂管理處,136×68 (畫心),藝術類\平面書畫類,藝術類,平面書畫類,中正
,,馬壽華,馬壽華(1893-1977)，字木軒，號小靜，出生於安徽省渦陽縣北門文明大街，台灣國畫家。幼時就讀私塾，喜歡繪畫，後赴北京入皖省中學堂、河南法政學堂。民國初建，歷任多省檢察廳檢察官、法院委員、司法部民事司科長、南京市政府秘書長、司法行政部主秘。1947年來台任台灣省政府委員、土銀董事長、司法院秘書長、行政法院院長、故宮管理委員、中國美術協會首任會長、中國書法學會理事長、全國美展副會長、總統府國策顧問，受聘東吳大學法學院。1950年於台北中山堂舉行個展，開台灣藝壇個展之先，與台籍文化藝術圈人士友好，任省展國畫部審查委員。參加自由中國美展，1958年與畫友組成「七友畫會」，除國內外，並赴歐、美、亞、非、日各地展出。 北京求學期間，於琉璃廠觀賞古今字畫，興趣益增。公暇之餘，常喜研究，與畫友、藏家多所切磋，藝道並進。戰後從其習畫者多已知名畫界，如釋廣元、任博悟、容天圻、張大千夫人徐雯波等。 繪畫為自娛，能作山水、松竹、花卉，並擅指畫。畫風溫厚有餘，用筆精謹，設色靜雅，畫如其人。勤臨古畫無數，兼採古今名家眾長，貴能入古出新。山水取法清初四王，上溯元明諸家及董巨，承繼南宗法脈；墨竹則以蘇軾、文同、李衎、趙孟頫為典範，通其筆意，抒發性靈，並成就自我風貌。(507字),https://collections.culture.tw/ShowGALImage.aspx?FROM=OPENDATA&SYSUID=18&IMG1=0x02000000091b6b2928af6eaaf9bf447d39357a0c16c2d9a8c805d3278cdc0a0824c5358f0863d748f05587c54178f973ae85632dcc174c36ee3f0eea4e9ac8748ba3cb79,春滿陽明山水中堂,https://collections.culture.tw/Object.aspx?SYSUID=18&RNO=UFQwNjkwMjEwMA==,國立中正紀念堂管理處,132×67 (221×85),藝術類\平面書畫類,藝術類,平面書畫類,中正
,,季康,季康(1911-2007)，字寧復，室名福壽康寧之齋，浙江慈溪人，台灣國畫家。曾祖季伯壽為清朝同治年間畫家，父親季庸舫為當時名士，叔父季守正為民國畫家，自幼耳濡目染，臨摹《芥子園畫傳》、《十竹齋書畫譜》，漸有心得。抗戰期間輾轉於中國各地，戰後返回上海，與叔父聯展多次，並與溥心畬、張大千、郎靜山等人往來。1947年來台，曾任中國文化學院美術系教授、教育部美育委員、中國畫學會理事長等職。1957年與畫友創立「六儷」，1960年另組「八朋畫會」，致力於國畫創作。1982年移居美國加州聖地牙哥，於2007年病逝。2010年台北曾為其舉辦紀念展。 季康自幼臨摹古畫甚多，最擅長工筆一類。其中，以鞍馬、仕女、花鳥最為知名，人稱「季康三絕」。畫馬方面，受清朝義大利傳教士畫家郎世寧影響頗深，經常於上海跑馬場觀察寫生。張大千對其仕女畫成就，尤為推崇。此外，女兒季小寧回憶父親說：「在繪畫藝術，好學不倦、多才多藝，還會自己裱畫。……還自己研發做了幾架照相機」，可謂巧手慧心、才華洋溢。 所作工筆，畫風細緻整飭、用筆暢快流利、設色風雅淡冶，氣質神韻獨具。移居美國後畫風丕變，朝向寫實風格，實與環境、心境轉變有關。本圖描繪蔣公故鄉浙江奉化溪口，以寧靜樸實之水鄉景色，象徵其世代清高之意。(504字),https://collections.culture.tw/ShowGALImage.aspx?FROM=OPENDATA&SYSUID=18&IMG1=0x02000000977e3450c27278c5fe18b0a1972807797563d58e7bde7e65d6e9ec137117c45afc94dd216eaaa3e33f788e49522efcc655417483c816cf519e1e9813834a75e1,溪口竹筏,https://collections.culture.tw/Object.aspx?SYSUID=18&RNO=UFQwNjkwMjIwMA==,國立中正紀念堂管理處,137×69 (233×84),藝術類\平面書畫類,藝術類,平面書畫類,中正
,,陳裕慶,陳裕慶(1925-)，又名陳逸，自號梁溪山士、山士，出生於江蘇無錫，台灣水墨畫家。自幼喜歡繪畫，來台後師事傅狷夫、林玉山，學習花鳥、山水、走獸，公餘閒暇創作不輟。曾多次參加全國美展、省展、名人書畫展等，並獲國立歷史博物館之邀參加國內外展出。〈鹿苑長春〉一作曾獲選第六屆全國美展，〈雀噪春暉〉(1995)則獲第七屆全國美展國畫類第四名，作品分藏於國立中正紀念館管理處、台中國立台灣美術館、桃園市文化局等處。除致力創作外，並在台灣藝術館、土地銀行等處擔任書畫研習教師，推廣美術教育。 陳裕慶師事林玉山、傅狷夫等戰後水墨大師，擅長花鳥、山水、走獸等主題。經常描繪梅花鹿、麻雀、松鶴、海島浪濤及鄉野景色，所作樸實可愛，畫風自由暢快，融合傳統筆墨設色功夫與現代寫生觀念，並能自創一格。 本作描繪一嶙峋怪石，矗立於洶湧波濤之中，岩石浪濤主題安置於畫面下方三分之一處，左上方書寫長句，藉以平衡畫面。巨岩用筆作方筆折蘆描，爽勁有力；怒濤用筆則較為圓緩，氣勢不凡，兼有南宋馬夏側鋒破筆筆意。全幅以花青、赭石等淡設色烘染，並留下大量餘白，虛實動靜，對比強烈。根據題識內容可知，象徵近代中國在風雨飄搖中處變不驚之堅毅精神，同時並藉以彰顯蔣中正總統力挽狂瀾之豐功偉業。(506字),https://collections.culture.tw/ShowGALImage.aspx?FROM=OPENDATA&SYSUID=18&IMG1=0x02000000a64c85fe461bb73b7d4de15151ea438f0833b3d13b228d35902c349d202b9f20e1d04e6353086d0b841840b86835284d75848c4015dbd8c2f5d744610acfec3c,屹立不移,https://collections.culture.tw/Object.aspx?SYSUID=18&RNO=UFQwNjkwMjMwMA==,國立中正紀念堂管理處,134×64 (畫心),藝術類\平面書畫類,藝術類,平面書畫類,中正
,,鄭翼翔,鄭翼翔(1937-)，號尚德堂主人，出生於古相州(河南安陽)，台灣水墨畫家。1949年來台，入國立台灣師範大學藝術系。畢業後曾任省立第一女中、台北市立女師專，1969年返回母校服務。曾任文興畫會、藝友書畫會會長。舉辦個展5次，國內聯展多次，受邀至紹興展出，出版《尚德堂屏條書畫集》、《墨竹研究》。2012年將所藏師大教授如馬白水、陳銀輝、劉國松、孫家勤等作品223件，捐贈母校典藏。     鄭翼翔對於藝術態度開通，曾說書畫「並無統一的規定，但由於文化的傳承，經驗的遞禪，而形成切合書畫創作表現，群眾喜愛接受且適合生活習慣的基本形勢」，認為書畫為時代生活反映。受教於林玉山、黃昌惠，注重寫生兼及寫意，能傳動植物之神韻。曾以國畫各種裝池形式，挑戰傳統繪畫之表現可能，營造出多元變化之視覺趣味。     擅作花卉翎毛，造型典雅，設色清麗，於墨竹用功最深，精通歷代畫史。所作與眾不同，經常以成對條屏加以展現。國畫四條屏者，多見四君子或四季山水、四季花卉等，鄭翼翔則改以風、晴、雨、雪等「四態」，表現對竹類、竹性、竹品之深刻體會。其筆墨清新有致，深淺相錯，姿態鮮活，了有生意。曾在風竹畫上題詩：「臨風不作尋常態，偃仰胸中自有姿」，藉以凸顯畫家不隨世俯仰、頂天立地之磊落胸懷。(506字),https://collections.culture.tw/ShowGALImage.aspx?FROM=OPENDATA&SYSUID=18&IMG1=0x02000000a6905ab665d209b6bcc4041911e2487068d7ba8fdac6e77fd45466f018125ee744e16d09df7b18ee337c6640cfcee62dfc1df64df6776d0d0d2a5743ee63cca6,勁竿似鐵頂天立,https://collections.culture.tw/Object.aspx?SYSUID=18&RNO=UFQwNjkwMjQwMA==,國立中正紀念堂管理處,136×70 (畫心),藝術類\平面書畫類,藝術類,平面書畫類,中正
,,蕭一葦,蕭一葦(1908-2006)，湖南湘鄉人，旅美台灣書畫家。畢業於湖南大學，1932年前往重慶擔任軍法官，才能為孫立人將軍賞識，拔擢為機要秘書，協助起草、管理公文等工作，其後隨扈轉戰於緬甸、印度等地。1949年，蕭一葦攜眷來台，因孫立人遭蔣介石長期軟禁，無辜遭受牽連、監視。其後以陸軍總部參謀退役。退伍後，任教於世界新聞職業學校。1978年移民美國南加州，平時讀書作畫自娛，並能演奏樂器，曾參與孫立人口述歷史工作。 雖長年在軍旅服務，對於琴棋書畫卻無不精通。其作畫經歷，約始於拜入寒玉堂門下之時。溥心畬海內外弟子人數甚多，男性門生如江兆申、丁仲涵、蕭一葦、宋子芳、丁翼等，均有自我風貌。蕭一葦師事溥心畬，學習書畫、文史凡十五年之久，擅長山水、花鳥、人物等題材；書法則篆隸、行草皆能，書風典雅，曾於國內外舉辦個展、聯展多次。 蕭一葦山水筆法謹細，設色雅潤，構圖疏朗，有乃師之風。溥氏一派，兼有北宗丘壑之雄渾，以及南宗筆墨之氣韻，人稱「中國文人畫最後一筆」。本作描繪秀嶺幽谷，前方置一土坡，其上雜樹椰林，其後山巒交疊，山麓幾戶人家，乍看之下宛若一幅仿古桃源山水。然而，根據畫上題記內容，始知在於描繪西子灣海濱蔣中正總統行館風光，藉由此畫對其逝世深表哀悼追思之意。(504字),https://collections.culture.tw/ShowGALImage.aspx?FROM=OPENDATA&SYSUID=18&IMG1=0x02000000011b7a846e363742f51c3d3fb5ac39804d0b90c8eac710c7642c8d4f7cc08794e7ddaacea5364688aa5621e495163ce8140695a4d87ce1082442690783724c63,西子灣,https://collections.culture.tw/Object.aspx?SYSUID=18&RNO=UFQwNjkwMjUwMA==,國立中正紀念堂管理處,122×73 (畫心),藝術類\平面書畫類,藝術類,平面書畫類,中正
